"city","usage","value","max","share","lat","lon","district"
"Львів","Діючі регуляторні акти на сайті ОМС",0,1,0,49.839683,24.029717,"yes"
"Біла Церква","Діючі регуляторні акти на сайті ОМС",1,1,100,49.7967977,30.1310853,"no"
"Одеса","Діючі регуляторні акти на сайті ОМС",1,1,100,46.482526,30.7233095,"yes"
"Дружківка","Діючі регуляторні акти на сайті ОМС",1,1,100,48.6161912,37.5272187,"no"
"Бердянськ","Діючі регуляторні акти на сайті ОМС",1,1,100,46.7737707,36.8034779,"no"
"Серєродонецьк","Діючі регуляторні акти на сайті ОМС",1,1,100,48.9481767,38.4878774,"no"
"Суми","Діючі регуляторні акти на сайті ОМС",1,1,100,50.9077,34.7981,"yes"
"Володимир Волинський","Діючі регуляторні акти на сайті ОМС",1,1,100,50.8481952,24.3256569,"no"
"Рівне","Діючі регуляторні акти на сайті ОМС",1,1,100,50.6199,26.251617,"yes"
"Ізмаїл","Діючі регуляторні акти на сайті ОМС",1,1,100,45.3501944,28.8501919,"no"
"Запоріжжя","Діючі регуляторні акти на сайті ОМС",1,1,100,47.8388,35.139567,"yes"
"Кам'янське","Діючі регуляторні акти на сайті ОМС",1,1,100,48.523117,34.613683,"no"
"Дрогобич","Діючі регуляторні акти на сайті ОМС",0,1,0,49.3580116,23.5123193,"no"
"Коростень","Діючі регуляторні акти на сайті ОМС",1,1,100,50.9532135,28.6457544,"no"
"Тернопіль","Діючі регуляторні акти на сайті ОМС",0,1,0,49.553517,25.594767,"yes"
"Краматорськ","Діючі регуляторні акти на сайті ОМС",1,1,100,48.738967,37.58435,"no"
"Коломия","Діючі регуляторні акти на сайті ОМС",1,1,100,48.5304917,25.0412055,"no"
"Житомир","Діючі регуляторні акти на сайті ОМС",1,1,100,50.25465,28.6586669,"yes"
"Калуш","Діючі регуляторні акти на сайті ОМС",1,1,100,49.0414259,24.3950384,"no"
"Луцьк","Діючі регуляторні акти на сайті ОМС",1,1,100,50.747233,25.325383,"yes"
"Нікополь","Діючі регуляторні акти на сайті ОМС",1,1,100,47.56746,34.394815,"no"
"Ужгород","Діючі регуляторні акти на сайті ОМС",0,1,0,48.6208,22.287883,"yes"
"Бахмут","Діючі регуляторні акти на сайті ОМС",1,1,100,48.5986674,37.9980367,"no"
"Дніпро","Діючі регуляторні акти на сайті ОМС",1,1,100,48.464717,35.046183,"yes"
"Енергодар","Діючі регуляторні акти на сайті ОМС",1,1,100,47.5015067,34.6341859,"no"
"Кропивницький","Діючі регуляторні акти на сайті ОМС",1,1,100,48.507933,32.262317,"yes"
"Чернігів","Діючі регуляторні акти на сайті ОМС",0,1,0,51.4982,31.2893499,"yes"
"Ромни","Діючі регуляторні акти на сайті ОМС",1,1,100,50.7415087,33.4809526,"no"
"Бориспіль","Діючі регуляторні акти на сайті ОМС",1,1,100,50.3482,30.95615,"no"
"Миргород","Діючі регуляторні акти на сайті ОМС",1,1,100,49.9627279,33.6053332,"no"
"Маріуполь","Діючі регуляторні акти на сайті ОМС",0,1,0,47.097133,37.543367,"no"
"Первомайськ","Діючі регуляторні акти на сайті ОМС",1,1,100,48.0451251,30.8884315,"no"
"Кам'янець-Подільський","Діючі регуляторні акти на сайті ОМС",1,1,100,48.6967162,26.5825364,"no"
"Ковель","Діючі регуляторні акти на сайті ОМС",1,1,100,51.209018,24.6980251,"no"
"Олександрія","Діючі регуляторні акти на сайті ОМС",1,1,100,48.6632704,33.0967875,"no"
"Ніжин","Діючі регуляторні акти на сайті ОМС",0,1,0,51.0377956,31.8880994,"no"
"Лубни","Діючі регуляторні акти на сайті ОМС",1,1,100,50.0173168,32.9908442,"no"
"Охтирка","Діючі регуляторні акти на сайті ОМС",0,1,0,50.3150962,34.9005644,"no"
"Хмельницький","Діючі регуляторні акти на сайті ОМС",0,1,0,49.422983,26.9871331,"yes"
"Бровари","Діючі регуляторні акти на сайті ОМС",1,1,100,50.511083,30.7909,"no"
"Жмеринка","Діючі регуляторні акти на сайті ОМС",1,1,100,49.0390512,28.1085937,"no"
"Миколаїв","Діючі регуляторні акти на сайті ОМС",1,1,100,46.975033,31.9945829,"yes"
"Лисичанськ","Діючі регуляторні акти на сайті ОМС",1,1,100,48.9066145,38.4433606,"no"
"Слов'янськ","Діючі регуляторні акти на сайті ОМС",1,1,100,48.8532,37.6053001,"no"
"Білгород Дністровський","Діючі регуляторні акти на сайті ОМС",1,1,100,46.1854516,30.3414908,"no"
"Дубно","Діючі регуляторні акти на сайті ОМС",0,1,0,50.4009139,25.7590674,"no"
"Мелітополь","Діючі регуляторні акти на сайті ОМС",0,1,0,46.8550216,35.3586996,"no"
"Шепетівка","Діючі регуляторні акти на сайті ОМС",1,1,100,50.1757487,27.0559924,"no"
"Чернівці","Діючі регуляторні акти на сайті ОМС",1,1,100,48.2920787,25.9358367,"yes"
"Херсон","Діючі регуляторні акти на сайті ОМС",0,1,0,46.635417,32.616867,"yes"
"Лиман","Діючі регуляторні акти на сайті ОМС",1,1,100,48.9897585,37.8049964,"no"
"Лозова","Діючі регуляторні акти на сайті ОМС",1,1,100,48.8902362,36.308001,"no"
"Каховка","Діючі регуляторні акти на сайті ОМС",1,1,100,46.8117208,33.4901963,"no"
